CheckedEST,Link,Date,D_Alcona,D_Alger,D_Allegan,D_Alpena,D_Antrim,D_Arenac,D_Baraga,D_Barry,D_Bay,D_Benzie,D_Berrien,D_Branch,D_Calhoun,D_Cass,D_Charlevoix,D_Cheboygan,D_Chippewa,D_Clare,D_Clinton,D_Crawford,D_Delta,D_Dickinson,D_Eaton,D_Emmet,D_Genesee,D_Gladwin,D_Gogebic,D_GrandTraverse,D_Gratiot,D_Hillsdale,D_Houghton,D_Huron,D_Ingham,D_Ionia,D_Iosco,D_Iron,D_Isabella,D_Jackson,D_Kalamazoo,D_Kalkaska,D_Kent,D_Keweenaw,D_Lake,D_Lapeer,D_Leelanau,D_Lenawee,D_Livingston,D_Luce,D_Mackinac,D_Macomb,D_Manistee,D_Marquette,D_Mason,D_Mecosta,D_Menominee,D_Midland,D_Missaukee,D_Monroe,D_Montcalm,D_Montmorency,D_Muskegon,D_Newaygo,D_Oakland,D_Oceana,D_Ogemaw,D_Ontonagon,D_Osceola,D_Oscoda,D_Otsego,D_Ottawa,D_PresqueIsle,D_Roscommon,D_Sagniaw,D_Sanilac,D_Schoolcraft,D_Shiawassee,D_StClair,D_StJoseph,D_Tuscola,D_VanBuren,D_Washtenaw,D_Wayne,D_Wexford,D_MDOC,D_FCI,D_OutState,D_NR,D_TOTAL,D_Detroit,D_Probable,D_Notes,D_Male,D_Female,D_SexNR,D_0_19,D_20_29,D_30_39,D_40_49,D_50_59,D_60_69,D_70_79,D_80_plus,D_AgeNR,D_AgeMin,D_AgeMax,D_AgeAvg,D_AgeMed,D_Native,D_Asian,D_Black,D_White,D_Many,D_Other,D_RaceNR,D_Hispanic,D_NonHispanic,D_HispanicNR,D_Arab,D_NonArab,D_ArabNR
2020-04-20 18:02,"https://web.archive.org/web/20200420220202/https:/www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html#",2020-04-20,,,,1,,1,,1,2,,8,2,5,1,1,1,,1,7,2,1,2,5,2,123,1,1,4,1,11,,1,6,2,2,,7,10,9,2,24,,,20,,,11,,,403,,6,,1,,3,1,10,1,,7,,479,1,,,,1,5,7,,,29,3,,2,11,1,12,2,31,1148,1,19,,2,4,2468,641,,"This information is updated daily at 3 p.m., with COVID-19 results included as of 10 a.m.
Note on the deaths: Deaths must be reported by health care providers, medical examiners/coroners, and recorded by local health departments in order to be counted.
Note on Case Fatality Rate: The case fatality rate is the number of people who have died from causes associated with COVID-19 out of the total number of people with confirmed COVID-19 infections. It is used as one measure of illness severity.  Several factors can affect this number. Until recently, COVID-19 lab testing has prioritized for hospitalized individuals due to limited testing availability. As a result, COVID-19 infections were identified more often in people who were more severely ill. This would lead to a higher case fatality rate. As more people with mild illness are tested, it is likely the case fatality rate will go down.",56%,44%,<1%,0%,<1%,1%,4%,9%,19%,28%,38%,0%,5,107,73.8,75,<1%,1%,40%,43%,2%,2%,11%,1%,72%,27%,1%,24%,75%
2020-04-21 21:16,"https://web.archive.org/web/20200422011650/https:/www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html#",2020-04-21,,,,1,,1,,1,2,,10,2,5,1,1,1,,1,7,2,2,2,5,2,131,1,1,5,1,11,,,6,2,2,,7,12,10,2,25,,,22,,,11,,,445,,6,,1,,3,1,10,1,,10,,506,1,,,,,6,7,,,32,3,,3,15,1,11,2,38,1278,1,20,,2,2,2700,728,,"This information is updated daily at 3 p.m., with COVID-19 results included as of 10 a.m. 
*Note on deaths (04/21/20): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today’s data includes 95 additional deaths identified by this methodology.
Note on the deaths: Deaths must be reported by health care providers, medical examiners/coroners, and recorded by local health departments in order to be counted.
Note on Case Fatality Rate: The case fatality rate is the number of people who have died from causes associated with COVID-19 out of the total number of people with confirmed COVID-19 infections. It is used as one measure of illness severity.  Several factors can affect this number. Until recently, COVID-19 lab testing has prioritized for hospitalized individuals due to limited testing availability. As a result, COVID-19 infections were identified more often in people who were more severely ill. This would lead to a higher case fatality rate. As more people with mild illness are tested, it is likely the case fatality rate will go down.",56%,45%,<1%,<1%,<1%,1%,4%,10%,19%,27%,39%,0%,5,107,74,75,<1%,1%,40%,43%,2%,2%,11%,1%,72%,27%,1%,24%,75%
2020-04-22 18:35,"https://web.archive.org/web/20200422223533/https:/www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html#",2020-04-22,,,,1,,1,,1,2,,11,2,5,1,1,1,,1,7,2,2,2,5,2,138,1,1,5,1,12,,,7,2,2,,7,12,11,2,25,,,23,,,11,,,473,,6,,1,,3,1,10,1,,11,,529,1,,,,,6,7,,,35,3,,3,16,1,11,2,40,1319,1,25,,1,,2813,747,,"This information is updated daily at 3 p.m., with COVID-19 results included as of 10 a.m. 
Note on the deaths: Deaths must be reported by health care providers, medical examiners/coroners, and recorded by local health departments in order to be counted.
Note on Case Fatality Rate: The case fatality rate is the number of people who have died from causes associated with COVID-19 out of the total number of people with confirmed COVID-19 infections. It is used as one measure of illness severity.  Several factors can affect this number. Until recently, COVID-19 lab testing has prioritized for hospitalized individuals due to limited testing availability. As a result, COVID-19 infections were identified more often in people who were more severely ill. This would lead to a higher case fatality rate. As more people with mild illness are tested, it is likely the case fatality rate will go down.",55%,45%,<1%,<1%,<1%,1%,4%,9%,19%,27%,39%,0%,5,107,74,75,<1%,1%,40%,44%,2%,2%,11%,1%,72%,27%,1%,25%,74%
2020-04-23 22:12,"https://web.archive.org/web/20200424021256/https:/www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html#",2020-04-23,,,,1,,1,,1,2,,11,2,6,2,1,1,,1,8,2,2,2,5,2,144,1,1,5,1,12,,,9,2,3,,7,14,11,2,27,,,23,,,11,,,493,,6,,1,,3,1,10,1,,12,,567,1,,,,,6,7,,,38,4,,6,16,1,12,2,42,1396,1,28,,,,2977,799,,"This information is updated daily at 3 p.m., with COVID-19 results included as of 10 a.m. 
*Note on deaths (04/23/20): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today’s data includes 55 additional deaths identified by this methodology.
Note on the deaths: Deaths must be reported by health care providers, medical examiners/coroners, and recorded by local health departments in order to be counted.
Note on Case Fatality Rate: The case fatality rate is the number of people who have died from causes associated with COVID-19 out of the total number of people with confirmed COVID-19 infections. It is used as one measure of illness severity.  Several factors can affect this number. Until recently, COVID-19 lab testing has prioritized for hospitalized individuals due to limited testing availability. As a result, COVID-19 infections were identified more often in people who were more severely ill. This would lead to a higher case fatality rate. As more people with mild illness are tested, it is likely the case fatality rate will go down.",55%,45%,<1%,<1%,<1%,1%,4%,9%,19%,28%,39%,0%,5,107,74.2,76,<1%,1%,40%,44%,2%,2%,10%,1%,73%,26%,1%,25%,74%
2020-04-24 21:36,"https://web.archive.org/web/20200425013629/https:/www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html#",2020-04-24,,,1,2,,1,,1,2,,11,2,10,2,1,1,,1,9,3,2,2,5,2,151,1,1,5,1,12,,,9,2,4,,7,15,11,2,29,,,23,,,11,,,504,,6,,1,,3,1,11,1,,13,,585,1,,,,,7,8,,,40,4,,6,16,1,12,2,47,1443,1,28,,1,1,3084,830,,"This information is updated daily at 3 p.m., with COVID-19 results included as of 10 a.m. 
Note on the deaths: Deaths must be reported by health care providers, medical examiners/coroners, and recorded by local health departments in order to be counted.
Note on Case Fatality Rate: The case fatality rate is the number of people who have died from causes associated with COVID-19 out of the total number of people with confirmed COVID-19 infections. It is used as one measure of illness severity.  Several factors can affect this number. Until recently, COVID-19 lab testing has prioritized for hospitalized individuals due to limited testing availability. As a result, COVID-19 infections were identified more often in people who were more severely ill. This would lead to a higher case fatality rate. As more people with mild illness are tested, it is likely the case fatality rate will go down.",55%,45%,<1%,<1%,<1%,1%,4%,9%,19%,28%,39%,0%,5,107,74.2,76,<1%,1%,40%,44%,2%,2%,10%,1%,73%,26%,1%,25%,74%
2020-04-25 19:01,"https://web.archive.org/web/20200425230122/https:/www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html#",2020-04-25,,,1,2,1,1,,1,2,,12,2,10,2,1,1,,1,9,3,2,2,5,2,157,1,1,5,1,14,,,9,2,4,,7,16,11,2,32,,,23,,,14,,,517,,7,,1,,3,1,11,1,,13,,612,1,,,,,7,8,,,43,4,,7,18,1,13,2,50,1560,1,31,1,1,1,3274,912,,"This information is updated daily at 3 p.m., with COVID-19 results included as of 10 a.m. 
*Note on deaths (04/25/20): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today’s data includes 58 additional deaths identified by this methodology.
Note on the deaths: Deaths must be reported by health care providers, medical examiners/coroners, and recorded by local health departments in order to be counted.
Note on Case Fatality Rate: The case fatality rate is the number of people who have died from causes associated with COVID-19 out of the total number of people with confirmed COVID-19 infections. It is used as one measure of illness severity.  Several factors can affect this number. Until recently, COVID-19 lab testing has prioritized for hospitalized individuals due to limited testing availability. As a result, COVID-19 infections were identified more often in people who were more severely ill. This would lead to a higher case fatality rate. As more people with mild illness are tested, it is likely the case fatality rate will go down.",55%,45%,<1%,<1%,<1%,1%,4%,9%,19%,28%,39%,0%,5,107,74.3,76,<1%,1%,41%,44%,2%,2%,9%,1%,74%,25%,1%,25%,74%
2020-04-26 22:27,"https://web.archive.org/web/20200427022707/https:/www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html#",2020-04-26,,,1,2,,1,,1,2,,14,2,10,2,1,1,,1,9,3,2,2,5,2,161,1,1,5,1,14,,,9,2,4,,7,16,11,2,32,,,24,,,14,,,520,,7,,1,,3,1,12,1,,13,,620,1,,,,,8,9,,,43,4,,7,18,1,13,2,50,1580,1,32,1,1,1,3315,922,,"This information is updated daily at 3 p.m., with COVID-19 results included as of 10 a.m. 
Note on the deaths: Deaths must be reported by health care providers, medical examiners/coroners, and recorded by local health departments in order to be counted.
Note on Case Fatality Rate: The case fatality rate is the number of people who have died from causes associated with COVID-19 out of the total number of people with confirmed COVID-19 infections. It is used as one measure of illness severity.  Several factors can affect this number. Until recently, COVID-19 lab testing has prioritized for hospitalized individuals due to limited testing availability. As a result, COVID-19 infections were identified more often in people who were more severely ill. This would lead to a higher case fatality rate. As more people with mild illness are tested, it is likely the case fatality rate will go down.",55%,45%,<1%,<1%,<1%,1%,4%,9%,19%,28%,39%,0%,5,107,74.3,76,<1%,1%,41%,44%,2%,2%,10%`,1%,74%,25%,1%,25%,74%
2020-04-27 19:24,"https://web.archive.org/web/20200427232437/https:/www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html#",2020-04-27,,,1,2,,1,,1,3,,14,2,11,2,1,1,,1,9,3,2,2,6,2,165,1,1,5,1,16,,,10,2,4,,7,18,12,2,34,,,24,,1,14,,,527,,7,,1,,3,1,12,1,,13,,631,1,,,,,8,9,,,47,4,,8,18,1,13,2,55,1622,2,37,1,1,1,3407,950,,"This information is updated daily at 3 p.m., with COVID-19 results included as of 10 a.m. 
Note on the deaths: Deaths must be reported by health care providers, medical examiners/coroners, and recorded by local health departments in order to be counted.
Note on Case Fatality Rate: The case fatality rate is the number of people who have died from causes associated with COVID-19 out of the total number of people with confirmed COVID-19 infections. It is used as one measure of illness severity.  Several factors can affect this number. Until recently, COVID-19 lab testing has prioritized for hospitalized individuals due to limited testing availability. As a result, COVID-19 infections were identified more often in people who were more severely ill. This would lead to a higher case fatality rate. As more people with mild illness are tested, it is likely the case fatality rate will go down.",55%,45%,<1%,<1%,<1%,1%,4%,9%,19%,27%,40%,0%,5,107,74.3,76,<1%,1%,41%,44%,2%,2%,9%,1%,74%,25%,1%,26%,73%
2020-04-28 18:11,"https://web.archive.org/web/20200428221126/https:/www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html#",2020-04-28,,,1,4,,1,,1,4,,15,2,11,2,1,1,,1,9,4,2,2,6,2,174,1,1,5,1,16,,,10,2,4,,7,18,12,2,33,,,24,,1,18,,,572,,8,,1,,4,1,12,1,,15,,654,1,,,,,8,9,,,52,4,,8,21,1,13,2,56,1682,2,38,1,1,2,3567,988,,"This information is updated daily at 3 p.m., with COVID-19 results included as of 10 a.m. 
*Note on deaths (04/28/20): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today’s data includes 40 additional deaths identified by this methodology. 
Note on the deaths: Deaths must be reported by health care providers, medical examiners/coroners, and recorded by local health departments in order to be counted.
Note on Case Fatality Rate: The case fatality rate is the number of people who have died from causes associated with COVID-19 out of the total number of people with confirmed COVID-19 infections. It is used as one measure of illness severity.  Several factors can affect this number. Until recently, COVID-19 lab testing has prioritized for hospitalized individuals due to limited testing availability. As a result, COVID-19 infections were identified more often in people who were more severely ill. This would lead to a higher case fatality rate. As more people with mild illness are tested, it is likely the case fatality rate will go down.",54%,46%,<1%,<1%,<1%,1%,4%,9%,19%,28%,40%,0%,5,107,74.5,76,<1%,1%,41%,45%,2%,2%,9%,1%,74%,25%,1%,26%,73%
2020-04-29 20:45,"https://web.archive.org/web/20200430004538/https:/www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html#",2020-04-29,,,2,4,,1,,1,4,,15,2,11,2,1,1,,1,9,4,2,2,6,2,180,1,1,5,1,17,,,10,2,4,,7,19,12,2,33,,,25,,1,18,,,597,,8,,1,,5,1,12,1,,16,,668,1,,,,,8,9,,,56,4,,8,21,1,13,2,59,1727,2,41,1,,,3670,1008,,"This information is updated daily at 3 p.m., with COVID-19 results included as of 10 a.m. 
Note on the deaths: Deaths must be reported by health care providers, medical examiners/coroners, and recorded by local health departments in order to be counted.
Note on Case Fatality Rate: The case fatality rate is the number of people who have died from causes associated with COVID-19 out of the total number of people with confirmed COVID-19 infections. It is used as one measure of illness severity.  Several factors can affect this number. Until recently, COVID-19 lab testing has prioritized for hospitalized individuals due to limited testing availability. As a result, COVID-19 infections were identified more often in people who were more severely ill. This would lead to a higher case fatality rate. As more people with mild illness are tested, it is likely the case fatality rate will go down.",54%,46%,<1%,<1%,<1%,1%,4%,9%,19%,28%,40%,0%,5,107,74.7,76,<1%,1%,40%,45%,2%,2%,9%,1%,74%,25%,1%,27%,72%
2020-04-30 22:17,"https://web.archive.org/web/20200501021739/https:/www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html#",2020-04-30,1,,2,5,,1,,1,4,,15,2,13,2,1,1,,1,9,4,2,2,6,2,188,1,1,5,1,17,,,11,2,4,,7,22,13,2,33,,,24,,2,19,,,603,,8,,1,,5,1,12,1,,17,,696,1,,,,,8,9,,,59,4,,10,21,1,14,2,61,1782,2,42,2,1,,3789,1035,,"This information is updated daily at 3 p.m., with COVID-19 results included as of 10 a.m. 
*Note on deaths (04/30/20): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today’s data includes 40 additional deaths identified by this methodology. 
Note on the deaths: Deaths must be reported by health care providers, medical examiners/coroners, and recorded by local health departments in order to be counted.
Note on Case Fatality Rate: The case fatality rate is the number of people who have died from causes associated with COVID-19 out of the total number of people with confirmed COVID-19 infections. It is used as one measure of illness severity.  Several factors can affect this number. Until recently, COVID-19 lab testing has prioritized for hospitalized individuals due to limited testing availability. As a result, COVID-19 infections were identified more often in people who were more severely ill. This would lead to a higher case fatality rate. As more people with mild illness are tested, it is likely the case fatality rate will go down.",54%,46%,<1%,<1%,<1%,1%,4%,8%,19%,27%,40%,0%,5,107,74.8,76,<1%,1%,41%,47%,2%,2%,7%,1%,76%,23%,1%,29%,70%
2020-05-01 18:36,"https://web.archive.org/web/20200501223619/https:/www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html#",2020-05-01,1,,2,6,,1,,1,6,,15,2,15,2,1,1,,1,9,4,2,2,6,2,192,1,1,5,1,17,,,12,2,7,,7,22,18,2,36,,,25,,2,19,,,614,,8,,1,,6,1,12,1,,17,,705,1,,,,,8,11,,,63,5,,12,21,1,14,2,66,1802,2,42,2,,1,3866,1040,,"This information is updated daily at 3 p.m., with COVID-19 results included as of 10 a.m. 
Note on Case Fatality Rate: The case fatality rate is the number of people who have died from causes associated with COVID-19 out of the total number of people with confirmed COVID-19 infections. It is used as one measure of illness severity.  Several factors can affect this number. Until recently, COVID-19 lab testing has prioritized for hospitalized individuals due to limited testing availability. As a result, COVID-19 infections were identified more often in people who were more severely ill. This would lead to a higher case fatality rate. As more people with mild illness are tested, it is likely the case fatality rate will go down.",54%,46%,<1%,<1%,<1%,1%,3%,8%,19%,28%,41%,0%,5,107,74.9,76,<1%,1%,41%,48%,2%,2%,6%,1%,77%,22%,1%,30%,69%
2020-05-02 20:16,"https://web.archive.org/web/20200503001653/https:/www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html#",2020-05-02,1,,2,6,,1,,1,6,,18,2,15,2,1,1,,1,10,4,2,2,6,2,196,1,1,5,1,18,,1,13,2,7,,7,24,18,2,36,,,26,,2,19,,,625,,8,,1,,6,1,12,1,,17,,745,1,,,,,8,12,,,66,5,,12,21,1,14,2,70,1884,2,42,2,,,4020,1085,,"This information is updated daily at 3 p.m., with COVID-19 results included as of 10 a.m. 
*Note on deaths (05/02/20): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today’s data includes 75 additional deaths identified by this methodology. 
Note on Case Fatality Rate: The case fatality rate is the number of people who have died from causes associated with COVID-19 out of the total number of people with confirmed COVID-19 infections. It is used as one measure of illness severity.  Several factors can affect this number. Until recently, COVID-19 lab testing has prioritized for hospitalized individuals due to limited testing availability. As a result, COVID-19 infections were identified more often in people who were more severely ill. This would lead to a higher case fatality rate. As more people with mild illness are tested, it is likely the case fatality rate will go down.",54%,46%,<1%,<1%,<1%,1%,3%,8%,19%,27%,41%,0%,5,107,74.8,76,<1%,1%,41%,48%,2%,2%,6%,1%,78%,21%,1%,30%,69%
